-0FHUc78Gqo,30.000,40.000,"/m/02w4v,/m/04rlf"
-0SdAVK79lg,30.000,40.000,"/m/0155w,/m/01lyv,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/m/0gg8l"
-0mG4W5Hlq8,270.000,280.000,"/m/04rlf,/m/05fw6t,/m/07r4k75,/m/09x0r,/m/0ytgt"
-1LrH01Ei1w,30.000,40.000,"/m/02p0sh1,/m/04rlf"
-1TLtjPtnms,10.000,20.000,"/m/03lty,/m/04rlf,/m/07szfh9"
-3HYdaJyF4U,30.000,40.000,"/m/04rlf,/m/06rqw"
-4hZyOdm7EI,200.000,210.000,"/m/015lz1,/m/015vgc"
-5f6hjZf9Yw,30.000,40.000,"/m/02w4v,/m/04rlf"
-6krAYK2LLo,30.000,40.000,"/m/04rlf,/m/06j64v,/m/0l14gg"
-7wUQP6G5EQ,30.000,40.000,"/m/02cjck,/m/02w4v,/m/04rlf"
-8H4GKg-mYQ,30.000,40.000,"/m/04rlf,/m/07gxw"
-DZMYxyB6L8,40.000,50.000,/m/05lls
-Dtir74TiUM,40.000,50.000,"/m/01hgjl,/m/0283d,/m/04rlf,/m/07qb_dv"
-Fn3Ze8xVOE,210.000,220.000,"/m/05w3f,/m/0dl5d"
-HlS6jz-f0I,170.000,180.000,"/m/04rlf,/m/0dq0md"
-HnNrGtKXp4,30.000,40.000,"/m/04rlf,/m/0m0jc"
-JfpacjZWyw,30.000,40.000,/m/01c194
-LQM385KSMY,30.000,40.000,"/m/0155w,/m/04rlf,/m/06j6l,/m/06rqw"
-NmjCyqIavI,30.000,40.000,"/m/02cz_7,/m/04rlf,/m/0y4f8"
-O9mnfC61Ac,0.000,10.000,/m/01lyv
-PIuJAAplqI,210.000,220.000,"/m/016cjb,/m/04rlf"
-T4GeTHKtJQ,30.000,40.000,"/m/02x8m,/m/04rlf"
-UuEBhule84,350.000,360.000,"/m/015lz1,/m/01lyv,/m/04rlf,/m/07s0s5r"
-X5M6FevXWU,30.000,40.000,"/m/03lty,/m/04rlf,/m/0dl5d"
-ZHpNr_KRXU,30.000,40.000,"/m/02w4v,/m/04rlf"
-_6RxZyi30Q,70.000,80.000,"/m/015lz1,/m/04rlf,/m/0g293,/t/dd00126"
-_OzT7Xyvok,30.000,40.000,"/m/0155w,/m/0326g,/m/04rlf,/m/05rwpb,/m/06j6l"
-a6J2OMtfZc,30.000,40.000,"/m/015lz1,/m/04rlf,/m/0ln16,/m/0xzly"
-cLzki-B06o,30.000,40.000,"/m/04rlf,/m/0gywn"
-cQ-jUTEgck,30.000,40.000,"/m/02p0sh1,/m/04rlf"
-e2cBx-fZ7g,270.000,280.000,"/m/02mscn,/m/04rlf"
-elf_5HUVuc,30.000,40.000,"/m/04rlf,/m/05rwpb,/m/064t9,/m/06j6l"
-fxh7jAJR8U,70.000,80.000,"/m/028sqc,/m/04rlf"
-g-xW4azY7Q,30.000,40.000,"/m/04rlf,/m/06j64v,/m/0l14gg"
-giyfFI9pko,90.000,100.000,/m/0164x2
-gxkMOB4q2g,60.000,70.000,"/m/04rlf,/m/06j6l,/m/07p78v5"
-m5ZlWziIeA,200.000,210.000,"/m/01hgjl,/m/02lkt,/m/03mb9,/m/04rlf"
-mOSWOiFpgY,490.000,500.000,"/m/04rlf,/m/05fw6t,/m/07rrh0c"
-mRz2kEp0ho,30.000,40.000,"/m/04rlf,/m/0dls3"
-oP-XX28B0s,30.000,40.000,"/m/04rlf,/m/0gywn"
-rAhS48FkYw,30.000,40.000,"/m/0155w,/m/04rlf"
-uLJl3o_AZw,30.000,40.000,"/m/04rlf,/m/0m0jc"
-vuxZZJlWS4,30.000,40.000,"/m/04rlf,/m/05r6t"
-wVWjl9Kq6U,240.000,250.000,/m/0155w
